,id,race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf
30,267517,White,2,33.9,3.5,GL,-0.73,0.74672607,1
31,267518,White,1,44.0,3.7,NE,0.83,0.901478329,1
32,267519,White,2,36.4,3.3,GL,-0.84,0.766437829,1
33,267520,White,1,39.9,3.6,NE,-0.57,0.83357597,0
34,267521,White,1,43.5,2.9,MW,2.66,0.836842972,1
35,267522,White,2,39.0,2.2,SE,-0.28,0.704656771,0
36,267523,White,2,34.8,3.2,NE,1.52,0.723028717,1
37,267524,White,2,42.2,3.5,NG,1.01,0.855332056,1
38,267525,White,1,40.1,3.7,GL,1.18,0.858995794,1
39,267526,White,2,44.5,3.0,GL,-0.55,0.840296731,1
40,267527,White,2,43.5,3.9,NE,-1.78,0.920114039,1
41,267528,White,2,43.3,3.1,GL,0.56,0.838424403,1
42,267529,White,2,24.2,3.5,GL,0.91,0.643846942,1
43,267530,White,1,32.7,3.2,FW,0.77,0.715722738,1
44,267531,White,2,40.1,2.4,FW,-0.92,0.735710201,1
45,267532,White,2,42.3,3.5,SC,-0.0,0.858946179,1
46,267533,White,1,34.3,3.0,FW,-0.47,0.708125762,1
47,267534,Black,2,33.6,2.2,MW,-0.56,0.643450441,1
48,267535,White,1,35.7,3.5,GL,-0.72,0.774722634,1
49,267536,White,1,37.2,3.3,MW,0.68,0.773988362,1
50,267537,White,2,44.9,3.1,GL,0.73,0.849253856,1
51,267538,Black,2,33.7,2.6,GL,-0.44,0.670638864,1
52,267539,White,1,34.5,3.1,NE,0.09,0.722095321,1
53,267540,White,2,37.5,3.3,MS,0.61,0.787008117,1
54,267541,Black,2,41.1,3.4,SC,1.17,0.832743021,1
55,267542,White,2,31.9,3.6,SC,-0.96,0.738290695,1
56,267543,Amerindian,1,25.0,3.2,FW,-1.37,0.624182515,0
57,267544,White,1,34.8,3.7,NG,-0.34,0.782130897,0
58,267545,Asian,2,35.9,3.6,SE,0.81,0.793584972,1
59,267546,White,2,31.6,3.0,GL,-1.82,0.677537371,1
60,267547,White,2,42.7,3.3,GL,1.68,0.845609611,1
61,267548,Asian,2,31.0,3.0,GL,1.66,0.683415191,0
62,267549,White,2,38.0,3.5,SE,0.16,0.796719226,1
63,267550,White,2,42.5,3.5,SC,2.13,0.870003053,1
64,267551,White,2,43.5,3.3,SE,0.66,0.854511434,1
65,267552,White,1,31.0,2.6,MS,-0.29,0.647417854,0
66,267553,White,2,35.9,3.2,SE,-0.65,0.751973667,1
67,267554,White,2,41.1,3.2,MS,0.79,0.817248086,1
68,267555,White,1,32.3,3.9,NE,1.37,0.777222532,1
69,267556,White,2,33.3,3.3,FW,-0.36,0.728841746,1
70,267557,White,1,31.9,2.8,FW,2.0,0.659805452,1
71,267558,White,2,39.8,3.3,NE,0.31,0.802328,1
72,267559,White,2,40.9,3.4,NG,1.07,0.839190264,1
73,267560,White,2,26.0,2.5,GL,0.21,0.578115919,1
74,267561,White,1,41.7,3.2,NE,-0.19,0.820847779,1
75,267562,Black,1,35.7,3.1,NW,-1.19,0.726777571,1
76,267563,White,1,37.6,3.7,GL,0.74,0.810254184,1
77,267564,White,1,30.3,2.6,GL,-0.18,0.630539064,1
78,267565,White,2,33.3,2.9,FW,0.56,0.692402368,1
79,267566,White,1,39.4,2.9,MS,1.76,0.765100494,1
80,267567,White,2,37.1,2.8,MS,1.43,0.72601681,1
81,267568,White,2,29.3,3.2,GL,-1.94,0.679231571,1
82,267569,White,2,36.6,4.0,NE,0.37,0.838837125,1
83,267570,Hispanic,2,36.6,2.2,MW,-0.38,0.686817002,1
84,267571,White,1,31.5,3.7,NG,-1.14,0.743564451,1
85,267572,White,2,24.7,2.5,FW,-0.14,0.565182956,1
86,267573,White,2,36.5,3.4,MS,0.52,0.780929979,1
87,267574,White,2,48.0,3.3,MS,0.67,0.917917172,1
88,267575,White,2,34.8,2.5,NG,0.64,0.684849252,1
89,267576,White,2,41.1,3.3,GL,0.36,0.826437104,1
90,267577,White,2,31.5,3.0,GL,0.33,0.675348758,1
91,267578,Black,2,26.1,3.6,FW,0.38,0.666423337,1
92,267579,White,1,37.8,3.5,MS,-0.41,0.806189002,1
93,267580,White,1,33.7,3.5,FW,-0.56,0.735726908,0
94,267581,White,1,29.7,3.8,NE,-1.25,0.745821011,1
95,267582,White,1,38.6,3.5,NE,-0.91,0.802261314,1
96,267583,White,2,46.2,3.5,SE,-0.28,0.910764663,1
97,267584,White,1,29.3,3.1,NE,0.18,0.663164168,1
98,267585,White,1,28.8,3.0,NE,-0.52,0.654506611,1
99,267586,White,2,38.3,3.4,MW,1.21,0.803670216,1
100,267587,White,2,40.6,3.2,GL,-0.73,0.822549334,1
101,267588,White,1,22.1,3.0,SE,-0.31,0.570159428,1
102,267589,White,2,38.6,3.4,SE,0.23,0.801436746,1
103,267590,White,2,30.3,2.5,GL,-1.78,0.618535058,1
104,267591,White,1,30.0,3.8,SE,-0.68,0.749166192,1
105,267592,White,2,35.7,3.4,GL,-0.95,0.760885837,1
106,267593,Other,1,27.6,2.9,GL,-0.13,0.616531863,1
107,267594,White,2,32.2,3.4,FW,-0.24,0.72636851,1
108,267595,Mexican,1,29.0,3.7,NE,0.69,0.718829074,1
109,267596,White,1,36.6,3.2,NE,0.2,0.7580389,1
110,267597,White,2,35.2,3.1,MS,-0.12,0.716537236,1
111,267598,White,1,45.7,2.9,GL,0.95,0.853705675,1
112,267599,White,1,35.9,3.2,Mt,0.86,0.745850563,1
113,267600,White,2,43.3,3.9,GL,1.42,0.911747109,1
114,267601,White,2,36.9,3.2,GL,0.05,0.774461681,0
115,267602,White,2,38.6,3.5,NE,0.07,0.792520749,1
116,267603,White,1,37.2,3.1,MW,-1.41,0.755364869,1
117,267604,White,2,44.5,3.7,GL,0.12,0.904908095,1
118,267605,White,2,33.9,2.8,GL,-0.06,0.690834395,1
119,267606,Hispanic,2,34.8,2.7,GL,-0.46,0.688054011,0
120,267607,Black,1,40.8,2.2,Mt,0.08,0.728859932,0
121,267608,White,2,41.8,3.8,SC,-0.81,0.886758163,0
122,267609,White,2,44.1,3.5,MW,1.14,0.883805141,1
123,267610,White,1,38.7,3.5,SE,-1.44,0.815825533,1
124,267611,White,2,38.5,3.4,GL,-0.27,0.797931588,1
125,267612,Asian,2,41.9,4.1,MW,1.11,0.930373362,1
126,267613,White,1,40.3,3.5,FW,-1.97,0.821240139,1
127,267614,White,2,30.7,3.3,NE,0.18,0.673702628,1
128,267615,White,1,39.9,3.5,MW,-0.35,0.822164748,1
129,267616,White,1,36.0,3.4,NE,1.0,0.767658023,1
130,267617,White,2,32.3,3.1,GL,0.67,0.706334422,1
131,267618,Asian,2,39.9,3.4,MW,-1.33,0.818147518,1
132,267619,White,2,37.3,3.4,GL,-0.17,0.779384258,1
133,267620,Black,2,31.2,2.7,MS,-0.13,0.663540892,1
134,267621,White,1,43.8,3.8,MW,0.23,0.911261059,1
135,267622,White,1,24.4,2.6,GL,0.58,0.565822399,1
136,267623,White,1,35.9,3.5,MW,-0.18,0.77486438,1
137,267624,White,2,29.2,3.4,FW,0.0,0.694474276,1
138,267625,Other,2,45.2,3.3,SC,0.08,0.883952413,1
139,267626,White,2,43.4,4.0,GL,0.85,0.941153996,0
140,267627,White,2,38.2,4.0,SC,1.51,0.868999797,1
141,267628,White,1,43.9,3.7,MS,0.69,0.903365071,1
142,267629,White,2,42.8,2.7,GL,0.2,0.800246794,1
143,267630,White,1,43.7,3.6,SE,2.17,0.882424399,1
144,267631,Black,2,34.6,2.8,NE,-1.05,0.697557479,0
145,267632,Black,2,44.5,3.7,NG,1.34,0.904519957,1
146,267633,White,2,39.0,3.1,GL,-0.54,0.782549068,0
147,267634,Other,1,37.2,3.3,NG,0.02,0.769419568,1
148,267635,White,2,32.1,2.7,NG,-0.31,0.665952813,0
149,267636,White,2,40.1,3.6,SC,-0.59,0.836193246,1
150,267637,White,1,34.7,2.9,SE,0.11,0.711101537,1
151,267638,White,2,41.7,3.6,Mt,0.71,0.861546061,1
152,267639,Hispanic,1,23.6,3.2,GL,-0.83,0.602572692,1
153,267640,White,2,30.0,3.7,GL,-0.73,0.738540429,1
154,267641,White,1,37.5,3.8,NE,-0.23,0.833496201,0
155,267642,Black,1,32.9,3.3,MW,-0.39,0.712242016,0
156,267643,Asian,2,43.3,3.4,NE,0.6,0.853189326,1
157,267644,White,1,44.5,3.6,SC,1.06,0.896861837,1
158,267645,White,2,37.7,3.7,GL,0.68,0.823578772,1
159,267646,White,2,33.2,2.6,FW,-0.05,0.661965135,1
160,267647,White,2,36.2,2.9,NG,0.49,0.740435703,1
161,267648,White,1,13.8,1.8,FW,-0.06,0.3875,0
162,267649,White,2,44.8,3.9,SE,1.35,0.928252052,1
163,267650,White,1,33.7,2.6,FW,-0.77,0.671928553,1
164,267651,White,2,26.8,2.8,NE,0.34,0.61546563,1
165,267652,White,2,37.1,3.3,MW,-0.83,0.764773226,1
166,267653,Black,2,33.6,2.7,NE,-1.82,0.67877228,1
167,267654,White,1,31.4,3.3,NG,0.11,0.705660973,1
168,267655,White,2,28.9,2.9,Mt,-0.66,0.645749254,1
169,267656,Other,2,36.6,3.1,GL,-0.71,0.76192906,1
170,267657,White,2,40.1,3.6,FW,0.2,0.832434314,1
171,267658,White,1,31.7,3.1,NE,-1.05,0.697154865,1
172,267659,White,1,33.5,3.1,NG,0.48,0.707552513,1
173,267660,White,1,31.2,3.2,Mt,0.33,0.70526981,1
174,267661,White,2,36.9,3.7,NE,-0.2,0.809514236,1
175,267662,White,2,33.0,2.9,NE,0.74,0.689982538,1
176,267663,White,1,35.6,3.7,FW,-0.5,0.798117435,1
177,267664,White,1,30.9,2.6,FW,0.13,0.642885219,1
178,267665,Black,2,43.3,3.2,GL,-0.75,0.836253834,0
179,267666,White,2,34.5,2.9,MW,-0.16,0.713932629,1
180,267667,White,1,34.9,3.1,FW,0.52,0.735676306,1
181,267668,White,2,38.8,4.0,Mt,-0.29,0.875050009,1
182,267669,White,1,29.5,3.3,SC,-1.0,0.688117046,1
183,267670,White,2,37.3,3.5,MS,-0.02,0.787557625,1
184,267671,White,2,46.6,3.3,NE,-1.47,0.888919684,1
185,267672,White,2,17.9,3.2,MW,-0.31,0.5503932,0
186,267673,White,2,31.8,3.0,MW,-0.49,0.687577111,1
187,267674,White,2,40.8,2.9,NG,0.01,0.790544372,0
188,267675,White,2,33.0,3.2,MS,0.61,0.719002964,1
189,267676,Black,2,36.0,2.9,NG,0.41,0.722482705,1
190,267677,White,2,41.6,3.8,NE,0.09,0.873676241,1
191,267678,White,2,34.8,2.5,GL,-0.51,0.680373125,1
192,267679,White,2,38.0,3.6,GL,0.28,0.800183562,1
193,267680,White,1,41.1,4.0,GL,0.02,0.902728205,1
194,267681,White,1,38.1,3.6,GL,0.55,0.813198993,1
195,267682,White,1,35.6,3.6,SC,0.31,0.785271502,1
196,267683,White,2,35.8,2.8,NE,0.26,0.71696905,0
197,267684,Mexican,2,43.6,3.2,SE,0.29,0.845339337,1
198,267685,White,1,36.9,2.8,NE,1.54,0.737972239,1
199,267686,White,1,30.8,3.7,Mt,-0.23,0.733916297,1
200,267687,White,2,38.9,3.4,MS,0.52,0.800182066,1
201,267688,White,1,33.7,3.2,MW,0.03,0.72375011,1
202,267689,Amerindian,1,35.5,3.5,FW,0.82,0.773509079,1
203,267690,White,2,30.3,3.0,SC,1.27,0.672312895,1
204,267691,White,2,42.1,3.4,Mt,-1.37,0.835074498,1
205,267692,White,1,37.8,4.2,NG,-0.53,0.906922262,1
206,267693,White,2,31.6,2.2,NW,0.81,0.620065919,1
207,267694,White,2,41.7,3.2,MW,0.28,0.82349223,1
208,267695,White,1,29.8,3.5,NE,0.23,0.699768449,1
209,267696,White,2,34.3,2.7,GL,0.14,0.696145154,1
210,267697,Black,2,34.9,3.2,SE,-0.39,0.733954218,1
211,267698,White,2,39.1,3.3,SE,1.59,0.800714156,1
212,267699,White,1,42.1,3.7,NE,0.64,0.875819982,1
213,267700,White,1,26.2,3.4,NG,-1.38,0.657326547,1
214,267701,White,2,45.2,3.6,MS,0.68,0.897861239,1
215,267702,White,1,38.5,3.2,NE,-1.03,0.783555433,1
216,267703,Hispanic,1,43.3,3.4,MW,0.54,0.846500598,0
217,267704,White,2,48.0,3.4,GL,2.26,0.964760927,1
218,267705,Asian,2,40.6,3.4,SC,-0.23,0.824468071,0
219,267706,Asian,1,35.5,3.3,SE,0.24,0.752760837,1
220,267707,White,2,42.0,3.3,SC,0.08,0.833166742,1
221,267708,White,2,36.6,3.0,MW,0.78,0.748674028,1
222,267709,Mexican,2,43.3,3.4,SE,-1.61,0.863841334,1
223,267710,White,2,40.5,2.9,GL,-1.03,0.774242161,1
224,267711,White,2,34.1,3.6,SC,0.25,0.765097996,1
225,267712,White,1,41.3,3.4,GL,0.34,0.831541101,1
226,267713,White,1,42.6,3.3,SC,-0.14,0.847651359,1
227,267714,White,2,37.5,3.8,Mt,1.74,0.820931492,1
228,267715,Other,2,32.9,3.0,SC,0.25,0.685952922,1
229,267716,White,2,34.2,2.8,FW,0.07,0.697164753,1
230,267717,White,2,40.4,2.7,Mt,-0.41,0.76370885,1
231,267718,White,1,46.4,3.3,NE,0.46,0.897907208,1
232,267719,White,1,36.3,2.7,GL,1.04,0.701115796,1
233,267720,White,2,29.4,3.5,NE,0.9,0.707377114,1
234,267721,White,2,43.3,2.8,NG,-0.48,0.820026166,1
235,267722,Mexican,1,27.8,3.2,MS,-0.88,0.654640967,1
236,267723,White,2,33.4,2.4,FW,0.54,0.650448179,1
237,267724,Mexican,2,39.1,2.9,FW,-1.29,0.748470923,1
238,267725,White,1,35.3,3.6,Mt,0.87,0.785840472,1
239,267726,White,2,30.5,3.1,GL,-0.11,0.673363493,1
240,267727,White,2,41.9,3.3,GL,0.38,0.830308659,1
241,267728,White,1,43.1,3.4,NE,2.09,0.85354477,1
242,267729,White,1,24.2,3.5,SC,-0.37,0.642514375,1
243,267730,White,1,34.7,3.1,GL,-1.4,0.718313198,0
244,267731,Hispanic,2,44.8,3.5,MS,-0.13,0.890091826,1
245,267732,White,2,38.8,3.6,NG,-0.2,0.818535003,1
246,267733,White,1,28.3,2.9,NE,-0.89,0.626687356,1
247,267734,White,1,31.7,3.4,GL,0.7,0.722731225,1
248,267735,White,1,33.0,3.2,SE,-0.91,0.712317129,0
249,267736,White,2,32.7,3.1,SC,-0.81,0.700240573,1
250,267737,White,2,38.6,3.5,GL,-0.02,0.808517112,1
251,267738,White,2,33.8,3.4,NE,-1.5,0.738942683,1
252,267739,White,1,36.0,2.4,MW,-0.66,0.68667607,1
253,267740,White,2,47.1,3.4,NE,1.89,0.907935035,1
254,267741,White,2,42.8,2.2,FW,1.07,0.76817103,1
255,267742,White,1,37.8,3.0,FW,1.67,0.761157497,1
256,267743,Puertorican,1,32.8,2.5,SC,-0.2,0.64733291,1
257,267744,White,2,34.5,3.3,NE,0.43,0.7389557,1
258,267745,White,2,38.2,3.4,GL,-1.62,0.778271163,1
259,267746,White,2,31.2,2.4,Mt,-2.4,0.630303518,1
260,267747,White,1,40.2,3.4,NE,-1.08,0.826711208,1
261,267748,White,1,36.3,3.6,MS,-0.63,0.793993355,1
262,267749,White,2,29.3,3.4,FW,0.29,0.693169659,1
263,267750,White,1,32.4,3.1,MS,-0.19,0.695877574,1
264,267751,Asian,1,33.0,3.0,GL,0.18,0.697829221,1
265,267752,White,2,38.3,3.0,SC,0.39,0.761326064,1
266,267753,White,1,43.7,2.7,MS,-0.73,0.81357083,1
267,267754,White,2,37.9,3.2,FW,-0.15,0.772541687,1
268,267755,White,2,31.3,2.7,NE,-0.34,0.658635016,1
269,267756,Asian,1,28.5,3.8,SE,0.23,0.72425986,1
270,267757,White,1,39.3,2.7,SE,2.29,0.75367334,1
271,267758,Hispanic,2,28.9,2.1,NE,0.45,0.573987395,1
272,267759,White,1,40.2,3.8,NE,0.25,0.864855089,1
273,267760,White,2,36.9,2.7,NE,-0.82,0.720723778,1
274,267761,White,1,30.8,3.5,MS,0.28,0.708675027,1
275,267762,White,1,42.5,3.8,Mt,-0.26,0.904065386,1
276,267763,White,2,40.1,2.8,SC,0.49,0.768520473,1
277,267764,White,2,42.9,2.4,MS,0.29,0.78260287,1
278,267765,Hispanic,1,38.4,3.2,GL,-0.48,0.782166857,1
279,267766,White,2,35.6,3.5,SE,-0.94,0.76999883,1
280,267767,White,1,43.4,3.3,GL,3.09,0.854480285,1
281,267768,Black,2,42.1,2.5,SE,-0.57,0.76914442,0
282,267769,White,1,34.2,2.8,NE,0.01,0.704399468,1
283,267770,White,1,41.2,3.1,NE,-0.29,0.805231818,1
284,267771,White,2,41.3,3.3,MS,1.8,0.824937583,1
285,267772,White,2,37.9,3.5,MW,1.08,0.800011535,1
286,267773,White,2,33.6,3.4,Mt,0.67,0.73061843,1
287,267774,White,2,39.8,3.8,FW,-0.08,0.850915431,1
288,267775,Black,2,39.3,3.8,NE,-0.6,0.848881634,1
289,267776,White,2,38.3,3.0,SC,0.05,0.760042322,1
290,267777,White,1,32.3,3.6,SC,0.71,0.751629235,1
291,267778,White,2,41.4,3.7,NE,0.41,0.856664599,1
292,267779,White,1,36.8,3.4,GL,0.53,0.77439029,1
293,267780,White,1,39.8,3.4,FW,0.86,0.819976967,1
294,267781,White,1,36.7,2.8,MS,1.34,0.723202547,1
295,267782,White,1,29.0,3.2,SC,0.22,0.677774329,1
296,267783,White,1,25.5,3.0,SE,-0.34,0.614218667,1
297,267784,White,1,36.8,3.4,FW,0.05,0.770381715,1
298,267785,White,2,36.1,3.1,MW,-0.43,0.741093201,1
299,267786,White,2,36.2,3.5,NE,-0.34,0.778893627,0
300,267787,White,2,42.5,3.6,Mt,2.1,0.874141638,0
301,267788,White,2,35.0,2.6,GL,-0.87,0.687329512,0
302,267789,White,2,40.0,3.3,SE,0.63,0.802581863,1
303,267790,White,1,38.1,2.8,FW,-0.11,0.726394787,1
304,267791,White,2,35.9,3.7,NE,0.97,0.801249597,1
305,267792,Black,2,42.5,2.9,NE,-0.85,0.808596076,1
306,267793,White,2,38.5,3.4,NE,0.22,0.794213207,1
307,267794,White,1,37.2,2.3,GL,0.05,0.709903146,0
308,267795,White,2,29.6,2.6,NE,0.15,0.621447552,1
309,267796,White,1,41.4,3.4,FW,0.5,0.841232309,1
310,267797,White,2,30.3,3.0,SC,-0.34,0.659488246,1
311,267798,White,1,42.2,3.5,NE,0.87,0.852273106,1
312,267799,White,2,32.6,3.3,NE,-0.88,0.708561111,1
313,267800,White,1,44.9,3.8,SE,1.07,0.927724455,1
314,267801,White,2,33.4,3.3,FW,0.33,0.723941367,1
315,267802,White,2,35.7,3.1,NE,-2.31,0.730805347,1
316,267803,White,1,29.2,2.9,NE,0.34,0.638022214,1
317,267804,White,1,42.3,3.9,SE,0.32,0.907024045,1
318,267805,White,1,45.9,3.3,FW,1.16,0.901844953,1
319,267806,White,2,34.2,2.4,FW,0.3,0.657565712,0
320,267807,White,2,36.2,2.8,NE,-0.56,0.720594169,1
321,267808,White,1,32.4,3.3,SC,0.57,0.719896601,1
322,267809,White,2,32.0,3.3,MS,0.45,0.70460446,1
323,267810,White,1,31.5,2.7,FW,-0.59,0.655040331,1
324,267811,Other,2,38.5,2.7,GL,-0.15,0.753496944,1
325,267812,White,2,39.8,3.2,NG,-0.53,0.793679258,1
326,267813,White,1,47.6,3.2,SC,1.53,0.906778531,1
327,267814,White,1,34.9,3.2,MS,0.08,0.736001867,0
328,267815,White,2,42.8,2.5,NE,-0.92,0.780356386,1
329,267816,White,1,38.1,3.4,SE,0.98,0.790440413,1
330,267817,Other,1,40.6,3.3,FW,0.24,0.804711459,1
331,267818,White,1,36.5,3.8,SC,1.27,0.80841905,1
332,267819,White,1,37.9,3.2,NE,-1.15,0.777911489,1
333,267820,White,1,37.6,3.1,NE,0.73,0.741934489,1
334,267821,Black,1,35.5,2.8,GL,1.42,0.709312625,1
335,267822,White,2,37.1,2.8,FW,0.93,0.729601379,1
336,267823,White,1,38.0,3.1,SC,-0.88,0.774337138,1
337,267824,White,2,36.2,1.7,SE,-1.24,0.635970247,1
338,267825,White,2,43.3,4.0,SE,1.93,0.925796236,1
339,267826,White,2,36.5,3.0,FW,-1.68,0.746126266,0
340,267827,White,2,39.5,3.4,FW,-0.6,0.80852752,1
341,267828,White,2,34.8,3.7,MS,0.09,0.783963002,1
342,267829,White,1,40.2,3.9,FW,-0.93,0.868963554,1
343,267830,White,2,35.3,2.7,Mt,0.28,0.701788455,1
344,267831,White,2,39.9,2.8,NE,0.63,0.768767442,1
345,267832,White,2,37.1,3.6,MS,1.0,0.809338849,1
346,267833,White,1,35.0,2.9,NE,0.77,0.720024862,1
347,267834,White,2,44.8,3.4,NG,0.66,0.885402521,1
348,267835,White,1,44.1,3.3,SE,0.57,0.864066339,1
349,267836,White,2,43.6,4.0,GL,0.8,0.932339601,1
350,267837,Hispanic,2,34.6,2.9,NE,-0.19,0.699755999,1
351,267838,White,2,40.9,3.3,SC,0.52,0.812867145,1
352,267839,White,1,32.5,3.4,MS,-0.74,0.725404816,1
353,267840,White,1,38.1,3.5,NE,-0.3,0.803689923,1
354,267841,White,2,37.7,2.8,NE,-0.42,0.731181603,1
355,267842,White,2,40.4,2.8,SC,1.09,0.77248877,1
356,267843,White,2,32.8,3.7,NE,0.18,0.756244419,1
357,267844,White,2,40.0,3.5,NG,-0.56,0.820705264,1
358,267845,White,2,36.5,3.4,SE,1.8,0.771186932,1
359,267846,White,2,35.1,3.2,NE,-1.93,0.745698807,1
360,267847,White,1,29.2,3.5,GL,-1.05,0.689764051,1
361,267848,White,2,36.7,3.7,NG,1.4,0.811530922,1
362,267849,White,1,38.5,3.6,GL,0.47,0.821118467,1
363,267850,White,2,38.3,3.0,SE,1.21,0.759931538,1
364,267851,White,1,38.4,3.1,NE,0.01,0.767706973,1
365,267852,White,2,39.9,3.4,GL,-0.1,0.814750325,1
366,267853,White,2,41.3,2.4,MS,0.51,0.739702109,1
367,267854,White,2,36.3,2.6,NE,0.38,0.712135892,1
368,267855,White,1,31.3,3.5,GL,-1.05,0.722773626,1
369,267856,White,2,44.9,3.4,NE,0.54,0.879451479,1
370,267857,Other,1,31.2,3.7,FW,1.37,0.732646686,1
371,267858,Puertorican,2,34.7,3.1,NE,-0.71,0.710034151,1
372,267859,White,2,27.9,2.6,FW,-0.04,0.592980335,1
373,267860,White,1,32.3,3.4,SE,-1.02,0.720619368,0
374,267861,White,2,40.2,3.2,FW,-0.79,0.804255539,1
375,267862,White,1,33.7,3.4,SE,-0.98,0.73133262,1
376,267863,Asian,2,37.4,3.5,NE,0.4,0.792481067,1
377,267864,White,2,42.2,3.5,GL,0.92,0.855154543,1
378,267865,Black,2,25.7,3.5,SE,-1.14,0.653255339,0
379,267866,Asian,1,34.4,3.4,SE,-0.94,0.755057071,1
380,267867,Asian,2,46.0,3.7,NE,0.47,0.923117466,1
381,267868,White,2,47.7,3.6,SE,1.7,0.93659076,1
382,267869,White,2,29.8,2.3,FW,0.17,0.589069236,1
383,267870,White,1,39.5,3.5,FW,-0.63,0.81505612,1
384,267871,White,1,30.0,3.3,GL,-0.02,0.68251063,1
385,267872,White,2,36.7,3.5,GL,0.52,0.788113406,1
386,267873,White,2,38.2,2.3,NE,0.43,0.697966601,1
387,267874,White,1,28.4,2.9,NE,0.52,0.623947148,1
388,267875,White,2,33.3,2.3,GL,-1.42,0.636043797,1
389,267876,White,2,31.0,3.6,GL,0.93,0.734533537,1
390,267877,White,1,26.3,2.9,GL,-0.77,0.606085698,1
391,267878,White,2,45.2,2.3,NE,0.66,0.809926653,1
392,267879,White,2,38.8,3.8,FW,0.83,0.845870742,0
393,267880,White,1,40.8,3.7,NE,0.21,0.858951583,1
394,267881,White,2,37.7,3.6,SC,-0.56,0.811925061,1
395,267882,White,1,36.9,3.4,NE,0.52,0.780536904,1
396,267883,Black,2,32.5,3.6,NE,0.58,0.752780912,1
397,267884,White,2,37.0,2.6,GL,0.82,0.7048335,1
398,267885,White,2,35.2,3.5,FW,-1.19,0.755840256,1
399,267886,White,2,41.9,2.8,MS,0.81,0.791710045,1
400,267887,White,2,40.5,2.6,SC,0.82,0.762021024,0
401,267888,White,2,47.1,2.8,SE,0.02,0.867746333,1
402,267889,White,1,38.6,3.5,NE,-0.09,0.80625491,1
403,267890,White,2,45.1,3.3,GL,0.59,0.876099962,1
404,267891,White,2,40.8,3.4,NG,-1.14,0.824940416,1
405,267892,White,1,38.4,3.4,SE,-0.24,0.793793386,1
406,267893,White,2,31.3,3.3,MS,0.37,0.704715509,1
407,267894,White,2,38.2,2.8,FW,1.76,0.749566699,1
408,267895,White,1,36.5,3.3,Mt,0.58,0.759549958,1
409,267896,White,2,41.9,3.1,NE,-0.37,0.8141938,1
410,267897,White,2,39.6,3.0,NE,0.74,0.781243763,1
411,267898,White,2,39.5,3.1,SC,-0.96,0.788788433,1
412,267899,White,2,33.3,3.6,GL,-1.01,0.739936499,1
413,267900,White,2,39.2,2.7,MS,0.15,0.754659735,1
414,267901,White,2,39.0,3.0,NE,1.25,0.771923683,1
415,267902,White,2,40.0,2.9,FW,1.32,0.781596567,1
416,267903,White,2,45.0,3.4,Mt,1.23,0.880296481,1
417,267904,White,2,33.0,3.1,GL,0.54,0.70804288,1
418,267905,White,2,33.1,2.7,SE,0.19,0.677250182,1
419,267906,White,1,36.6,3.1,Mt,1.39,0.743722659,1
420,267907,White,2,37.3,3.2,GL,0.73,0.769791719,1
421,267908,White,1,37.3,3.6,Mt,0.6,0.813829543,1
422,267909,White,2,42.2,3.4,FW,-0.59,0.842454041,1
423,267910,White,1,45.8,3.8,GL,-0.97,0.940619614,1
