,id,race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf
175,172662,Asian,1,42.3,3.2,FW,0.34,0.830911169,1
176,172663,White,2,35.9,3.4,SE,-0.45,0.760954811,1
177,172664,White,1,45.0,3.1,MW,2.12,0.856457178,1
178,172665,White,2,31.0,3.5,GL,0.57,0.718018577,1
179,172666,White,1,42.0,3.5,GL,0.84,0.84998939,1
180,172667,White,2,28.6,3.3,MS,-0.2,0.676219622,1
181,172668,White,1,37.4,3.4,NG,0.21,0.786397672,1
182,172669,White,2,33.2,2.8,NG,-0.64,0.681250923,0
183,172670,White,2,41.9,3.6,GL,-0.28,0.86314688,1
184,172671,Black,1,40.1,3.4,SC,0.28,0.821624339,1
185,172672,White,1,42.0,2.2,SE,-0.71,0.751742598,1
186,172673,Black,1,36.3,2.8,FW,0.35,0.73406273,0
187,172674,White,2,45.6,3.1,MW,2.09,0.866298208,1
188,172675,White,2,36.2,2.9,FW,1.32,0.71932888,1
189,172676,White,2,27.5,2.6,MS,0.42,0.597346013,0
190,172677,Black,2,29.1,3.2,SE,-0.96,0.677666274,1
191,172678,White,1,36.4,2.8,FW,1.14,0.715313422,1
192,172679,White,2,16.6,2.7,MS,-0.82,0.486683266,1
193,172680,White,2,29.9,3.3,NG,-0.18,0.677831351,0
194,172681,White,2,36.7,2.8,Mt,-0.41,0.725488338,1
195,172682,White,2,45.3,3.5,SC,1.13,0.902030272,1
196,172683,White,1,36.2,3.0,NG,1.31,0.726463015,0
197,172684,White,2,36.2,3.3,GL,0.19,0.763793195,1
198,172685,White,2,38.5,3.7,Mt,-0.52,0.840713429,1
199,172686,White,1,39.6,3.5,NE,-0.4,0.836023558,0
200,172687,White,2,35.9,3.7,SE,-0.69,0.790942211,1
201,172688,White,2,39.8,3.3,MS,0.44,0.81626035,1
202,172689,White,1,34.5,2.9,GL,-0.23,0.69384238,1
203,172690,White,2,38.5,3.7,NE,0.3,0.828391158,1
204,172691,White,1,35.7,3.1,SC,-0.19,0.740234554,1
205,172692,White,1,46.3,3.2,FW,-0.27,0.88766263,1
206,172693,White,2,35.6,3.3,MW,0.31,0.739980638,1
207,172694,White,2,34.2,2.1,MS,-1.03,0.636653793,1
208,172695,Asian,1,28.8,2.9,FW,-0.76,0.638257668,0
209,172696,White,1,41.0,3.8,SC,-0.79,0.881221331,1
210,172697,White,2,39.3,3.4,NE,0.65,0.809968952,1
211,172698,White,1,43.6,2.9,SE,1.19,0.827935791,1
212,172699,White,1,32.7,3.8,MW,1.74,0.795283554,1
213,172700,White,1,28.9,3.5,MS,0.06,0.694735398,0
214,172701,White,2,37.7,3.5,FW,0.84,0.801231344,1
215,172702,White,2,33.3,3.6,GL,2.3,0.757683762,1
216,172703,Black,1,35.4,3.1,NE,0.82,0.733668347,1
217,172704,White,2,45.9,3.0,FW,0.67,0.86582192,1
218,172705,White,2,33.1,3.1,MW,-0.04,0.708396408,1
219,172706,White,2,37.1,3.3,NE,-0.18,0.769191311,1
220,172707,White,1,36.4,2.9,GL,-1.92,0.729142927,0
221,172708,White,1,39.4,3.7,SC,0.35,0.840089984,1
222,172709,White,1,34.2,3.0,GL,-1.36,0.708175843,1
223,172710,Other,1,37.5,2.9,GL,0.56,0.738403191,1
224,172711,Black,1,41.2,2.9,NG,-0.99,0.789835221,1
225,172712,White,2,42.5,3.1,MS,-0.93,0.826318447,1
226,172713,White,2,40.0,2.8,NE,-0.34,0.772466096,1
227,172714,White,2,35.5,3.3,NE,0.5,0.752917026,1
228,172715,White,1,34.9,3.4,MW,-0.51,0.74360769,1
229,172716,Black,2,35.1,3.2,GL,-0.75,0.736669652,1
230,172717,White,2,34.6,2.0,FW,1.26,0.63393435,1
231,172718,White,2,38.1,3.4,NW,-0.0,0.790865911,1
232,172719,Other,2,38.4,3.2,NG,0.36,0.782481056,1
233,172720,White,1,33.5,3.9,NE,1.94,0.803544955,1
234,172721,White,2,34.8,3.5,SC,-0.75,0.7718748,1
235,172722,Hispanic,2,20.9,3.4,FW,0.34,0.599107361,1
236,172723,White,1,18.8,3.2,GL,-1.06,0.560168526,1
237,172724,Black,1,47.6,3.6,MW,0.29,0.939673208,1
238,172725,White,2,47.2,3.2,NE,1.58,0.902392764,1
239,172726,White,2,19.9,3.3,SE,-0.48,0.577504089,1
240,172727,White,2,37.7,3.4,SC,1.22,0.784233059,1
241,172728,Hispanic,1,39.5,3.0,GL,0.64,0.785691939,1
242,172729,White,1,27.3,2.7,GL,-0.13,0.612386346,1
243,172730,White,2,41.1,2.7,MW,1.74,0.771030712,1
244,172731,Black,2,38.2,3.1,SE,-0.13,0.764878919,1
245,172732,White,1,31.4,3.0,FW,0.6,0.672018559,1
246,172733,White,2,44.3,3.4,SE,-0.02,0.874754661,1
247,172734,White,2,39.2,2.9,NE,0.34,0.764595478,1
248,172735,Other,2,27.3,2.4,Mt,-1.17,0.567300044,1
249,172736,White,2,40.2,3.5,GL,-0.09,0.837989525,1
250,172737,White,2,38.5,2.8,MS,-0.23,0.749356567,1
251,172738,Asian,2,27.7,2.0,SC,0.34,0.541041683,1
252,172739,White,2,32.7,3.0,NG,-0.99,0.693086442,1
253,172740,White,2,42.1,2.2,MS,-0.57,0.749043071,1
254,172741,White,1,38.9,3.6,GL,-0.21,0.815538776,1
255,172742,White,2,44.9,3.8,FW,0.65,0.917116373,1
256,172743,White,1,38.5,2.8,SC,-0.29,0.740880253,0
257,172744,Mexican,2,37.2,3.5,NG,1.03,0.788428637,0
258,172745,Black,2,30.2,2.6,NE,-0.83,0.620947747,1
259,172746,White,2,36.9,3.6,FW,0.93,0.791889701,1
260,172747,White,1,40.0,3.3,FW,-0.44,0.815152364,1
261,172748,Black,2,23.5,3.2,GL,-0.91,0.597839511,1
262,172749,White,2,38.9,2.9,GL,0.1,0.759957683,0
263,172750,White,1,24.8,3.5,FW,0.76,0.65291874,1
264,172751,White,1,24.1,3.3,MS,0.19,0.606719922,1
265,172752,Black,2,35.6,2.9,NE,-0.54,0.725865809,1
266,172753,White,2,30.9,2.0,NE,0.37,0.593205342,1
267,172754,White,2,44.5,3.3,NE,0.33,0.875230092,1
268,172755,White,2,37.8,3.3,FW,-0.9,0.781164772,1
269,172756,Mexican,1,32.0,2.6,FW,-1.0,0.658295673,1
270,172757,White,1,40.4,3.1,SC,0.76,0.799056593,1
271,172758,White,2,44.4,2.4,NW,-1.1,0.799356508,1
272,172759,White,1,38.7,3.4,MW,-1.37,0.808371749,1
273,172760,White,2,40.5,3.8,FW,0.06,0.873771226,1
274,172761,White,2,31.3,3.2,SE,-1.9,0.689772448,1
275,172762,White,1,37.8,3.8,MW,-2.31,0.828391994,1
276,172763,White,1,37.9,3.4,NE,1.95,0.792061723,1
277,172764,White,1,40.7,3.3,MS,0.93,0.820588613,1
278,172765,White,2,48.0,3.6,GL,0.69,0.977340474,1
279,172766,Mexican,2,37.1,3.0,NE,0.82,0.74023198,0
280,172767,White,1,41.1,3.8,MS,1.55,0.870559271,1
281,172768,White,1,37.0,3.1,GL,0.96,0.757535792,0
282,172769,White,2,33.3,2.6,SE,-1.54,0.671408268,1
283,172770,Asian,1,21.1,2.8,NE,-1.21,0.540572119,1
284,172771,Black,1,25.0,3.2,SE,0.07,0.622880076,1
285,172772,White,2,30.5,3.8,SE,-0.08,0.7620619,1
286,172773,White,2,41.7,3.4,FW,0.55,0.844237935,0
287,172774,White,2,48.0,3.7,GL,1.87,0.970301988,1
288,172775,White,2,37.1,2.5,GL,0.35,0.715937033,1
289,172776,White,2,38.1,3.6,GL,1.26,0.806791923,1
290,172777,White,2,41.0,3.1,NE,-0.53,0.805332085,1
291,172778,White,1,34.9,2.5,NG,-0.44,0.665864382,1
292,172779,White,1,23.2,3.3,NE,-1.28,0.612231849,1
293,172780,Black,1,33.6,3.4,Mt,0.35,0.73862829,1
294,172781,Black,2,31.0,3.2,MS,-1.21,0.694819567,0
295,172782,White,2,38.4,3.2,NG,0.26,0.787664824,1
296,172783,White,2,41.2,3.6,SE,0.11,0.854230001,1
297,172784,White,2,42.4,3.1,MW,0.56,0.825606058,1
298,172785,White,2,46.1,3.9,Mt,-0.04,0.953247067,1
299,172786,White,2,38.5,3.3,MS,-0.84,0.782250943,0
300,172787,Asian,1,40.5,3.3,SC,0.82,0.806377975,0
301,172788,Other,2,41.8,3.8,GL,1.14,0.879938392,1
302,172789,White,2,42.3,3.0,MS,1.26,0.82614737,1
303,172790,White,2,39.9,3.0,NE,0.09,0.773557148,0
304,172791,White,1,37.7,3.7,SC,0.56,0.816083615,1
305,172792,White,2,29.6,3.8,FW,0.51,0.756396735,1
306,172793,Other,1,40.4,3.8,SE,0.32,0.862255111,1
307,172794,White,2,41.9,3.5,NE,1.62,0.843933897,1
308,172795,White,1,37.2,3.5,FW,1.0,0.793119438,1
309,172796,White,2,40.0,3.5,GL,0.52,0.827762712,1
310,172797,Black,1,22.4,2.6,NE,-1.91,0.544564681,1
311,172798,White,1,29.4,3.8,NE,0.21,0.74724736,1
312,172799,White,2,38.3,3.3,SE,0.93,0.790889964,1
313,172800,White,1,44.1,3.1,GL,1.6,0.849428657,1
314,172801,White,2,38.5,3.4,MS,1.07,0.79485708,1
315,172802,White,2,35.6,3.3,FW,0.04,0.748664988,1
316,172803,White,2,35.4,2.3,GL,-0.44,0.670049317,1
317,172804,White,2,44.6,3.5,NE,1.46,0.897041902,1
318,172805,White,1,43.1,2.7,NE,0.73,0.799160834,1
319,172806,Black,2,29.9,3.0,SC,-0.53,0.655400689,1
320,172807,White,2,40.8,3.7,NW,-1.12,0.865659759,1
321,172808,White,1,32.3,3.3,SE,-0.8,0.71894428,1
322,172809,White,1,43.6,3.0,Mt,-1.79,0.837131076,0
323,172810,White,1,42.2,3.2,NE,0.25,0.830545851,1
324,172811,White,2,41.8,3.1,SE,-1.17,0.829579938,1
325,172812,White,2,42.4,3.2,GL,0.45,0.832266583,1
326,172813,White,2,30.4,3.6,SE,0.05,0.720827967,1
327,172814,White,1,33.8,4.0,GL,-0.45,0.823003795,1
328,172815,White,1,34.2,3.1,NE,-1.47,0.723904858,1
329,172816,Mexican,2,37.1,3.5,FW,-1.3,0.792422149,1
330,172817,Hispanic,2,42.6,2.6,GL,-0.76,0.786531522,1
331,172818,White,2,34.9,3.4,MS,-0.41,0.751474065,1
332,172819,Black,2,36.7,3.2,GL,-0.78,0.753346936,1
333,172820,White,2,28.9,3.6,MS,0.81,0.697699941,1
334,172821,White,2,42.7,3.5,MS,0.15,0.865102538,1
335,172822,White,2,37.2,2.6,SE,1.45,0.714850127,1
336,172823,White,1,29.2,3.8,NE,0.18,0.747834835,1
337,172824,White,2,40.1,3.1,SC,0.97,0.791404145,1
338,172825,White,2,37.9,2.9,NE,-1.41,0.747803575,1
339,172826,White,1,30.1,3.4,MS,-2.06,0.700565625,0
340,172827,White,2,30.4,2.8,MW,-2.22,0.660189905,1
341,172828,White,2,36.5,3.1,FW,-1.94,0.740657683,1
342,172829,White,2,40.4,3.4,NE,0.39,0.825602206,1
343,172830,White,2,28.8,3.1,FW,0.13,0.659668474,1
344,172831,White,2,38.8,3.9,SC,1.42,0.859326057,1
345,172832,White,1,39.6,3.2,SC,0.33,0.790963362,1
346,172833,White,1,29.7,2.7,GL,-0.85,0.634692142,1
347,172834,White,2,32.7,3.4,SC,0.33,0.721825005,1
348,172835,White,2,37.7,3.3,GL,0.18,0.773004361,1
349,172836,White,2,39.0,3.5,SE,1.41,0.813325506,1
350,172837,White,2,42.6,3.5,GL,0.18,0.858727628,1
351,172838,Asian,2,18.3,2.3,SC,-0.65,0.46565785,1
352,172839,White,1,36.5,3.1,MW,0.54,0.732100072,1
353,172840,White,1,32.9,3.0,NE,-0.15,0.692840559,1
354,172841,White,2,42.2,3.5,NE,0.94,0.85195261,1
355,172842,White,2,38.1,3.1,FW,0.12,0.764496726,1
356,172843,White,2,38.7,3.4,GL,1.32,0.806597489,1
357,172844,Asian,1,39.7,4.0,GL,-0.27,0.882878631,1
358,172845,White,1,42.4,3.7,FW,0.76,0.876124833,1
359,172846,White,2,41.5,3.3,GL,0.58,0.833266632,1
360,172847,White,2,31.2,3.1,NE,-1.1,0.680380532,0
361,172848,Hispanic,2,30.0,3.2,GL,-0.96,0.685583935,1
362,172849,White,2,31.5,2.8,NE,-1.09,0.673819496,1
363,172850,White,2,31.6,3.3,SC,1.13,0.717504315,1
364,172851,White,2,42.3,3.1,FW,1.04,0.808996189,1
365,172852,White,1,34.1,3.3,FW,-0.92,0.733166875,1
366,172853,White,1,40.4,3.5,SC,-0.38,0.830707664,1
367,172854,Black,2,34.7,3.1,SE,-0.36,0.706598894,1
368,172855,White,1,38.9,3.3,NE,0.19,0.805637113,1
369,172856,Black,2,34.2,3.4,MS,1.19,0.751878041,1
370,172857,White,2,33.4,3.4,GL,-1.74,0.729991901,1
371,172858,White,1,31.8,3.3,SC,-0.64,0.709536843,1
372,172859,White,1,38.0,3.7,SE,0.54,0.831093963,0
373,172860,White,2,30.0,2.3,MW,-1.3,0.605767704,1
374,172861,Black,1,34.6,2.9,MS,-0.71,0.707237512,1
375,172862,White,2,25.3,2.9,NE,2.42,0.597857587,1
376,172863,White,1,44.3,3.2,MS,-1.48,0.857551815,1
377,172864,White,1,34.0,3.2,SE,-0.36,0.724272534,1
378,172865,White,1,39.0,2.5,GL,-0.27,0.726213594,1
379,172866,Mexican,2,29.9,3.0,SC,0.87,0.658882738,0
380,172867,White,1,29.8,2.8,MW,-1.66,0.642530012,1
381,172868,Mexican,2,38.8,1.6,FW,0.1,0.654827801,1
382,172869,White,1,41.7,2.7,SC,-0.24,0.774510715,1
383,172870,White,2,33.6,3.3,SC,-1.06,0.737231684,1
384,172871,Black,1,33.8,3.5,NE,-0.32,0.746470668,1
385,172872,Asian,2,27.9,2.8,MS,-0.87,0.62182168,1
386,172873,White,1,34.7,3.3,SC,0.02,0.729824787,1
387,172874,White,2,31.7,2.7,GL,-2.24,0.654086404,1
388,172875,White,2,48.0,3.8,FW,1.44,0.993791811,1
389,172876,White,2,44.1,2.9,MS,-0.21,0.83765655,0
390,172877,White,2,28.9,2.5,MS,-2.0,0.604298939,1
391,172878,White,2,28.0,3.1,NE,-1.14,0.647238547,1
392,172879,White,2,42.7,3.5,NG,0.05,0.865138464,1
393,172880,White,2,35.2,3.0,SE,-0.22,0.725566684,1
394,172881,White,2,44.2,3.4,MS,0.67,0.878036931,1
395,172882,White,1,34.1,2.5,NE,0.83,0.666899153,1
396,172883,Other,2,31.2,2.9,FW,0.8,0.661968432,1
397,172884,Asian,2,39.7,3.3,SC,-1.06,0.800389929,1
398,172885,White,1,39.8,3.3,Mt,-1.76,0.813732539,0
399,172886,Asian,2,37.1,3.5,NG,0.08,0.782067206,1
400,172887,White,1,39.9,2.9,MS,1.4,0.769487954,1
401,172888,White,1,40.2,2.7,SE,-0.03,0.763558589,1
402,172889,White,2,38.9,3.4,NE,2.2,0.800420534,1
403,172890,Black,1,39.6,3.9,NE,0.91,0.875960485,1
404,172891,White,1,34.1,2.6,NE,0.3,0.688562471,1
405,172892,White,2,39.5,3.4,Mt,0.72,0.810647807,1
406,172893,White,1,33.2,2.9,FW,-0.74,0.68659895,1
407,172894,Asian,1,32.9,3.0,Mt,0.18,0.698366085,1
408,172895,White,2,31.3,2.8,MW,-0.15,0.654438491,1
409,172896,White,1,30.5,3.5,MS,-0.82,0.712208965,1
410,172897,White,2,41.2,3.2,GL,-0.66,0.815805168,1
411,172898,White,2,44.0,3.3,NE,1.69,0.864357641,1
412,172899,Asian,2,26.7,2.3,FW,-1.86,0.559947902,1
413,172900,White,2,39.4,3.7,SE,-0.14,0.828652274,1
414,172901,White,2,34.6,3.6,SC,-1.2,0.759096364,1
415,172902,White,1,45.6,3.4,FW,0.07,0.890870132,1
416,172903,Black,2,30.3,3.1,MW,1.12,0.662479219,1
417,172904,White,1,24.5,2.9,SC,0.08,0.597203147,1
418,172905,Amerindian,2,38.8,2.1,NE,-0.55,0.69302805,1
419,172906,Asian,2,37.5,3.3,NE,0.13,0.775890012,1
420,172907,White,2,39.3,3.3,SE,0.71,0.797097984,1
421,172908,White,2,41.9,3.5,GL,-0.82,0.848427107,1
422,172909,Mexican,2,28.8,2.8,SC,-0.86,0.627920634,1
