,id,race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf
31,210518,White,2,31.0,2.5,NE,-1.0,0.629665631,1
32,210519,White,2,34.2,3.1,GL,0.36,0.71716642,1
33,210520,White,2,38.2,3.9,NE,0.24,0.850630466,1
34,210521,White,2,38.6,3.1,FW,-0.81,0.776781291,1
35,210522,White,1,27.0,3.4,GL,1.16,0.66586954,1
36,210523,White,1,28.1,2.9,FW,0.29,0.636742233,1
37,210524,White,1,41.6,2.8,GL,-0.79,0.793613629,1
38,210525,Black,1,31.4,3.8,NE,2.25,0.762900674,1
39,210526,White,2,30.9,3.1,SC,-1.22,0.675567676,1
40,210527,White,1,43.4,3.7,FW,-0.68,0.881237578,0
41,210528,White,1,37.8,2.8,NG,0.41,0.735819673,1
42,210529,White,1,30.1,2.8,FW,0.25,0.655551175,1
43,210530,White,2,40.1,2.9,NE,0.24,0.777866498,1
44,210531,White,2,39.5,3.7,SE,-0.91,0.841673144,1
45,210532,White,2,34.2,2.4,Mt,-1.59,0.653377208,1
46,210533,White,2,35.1,3.1,NE,1.46,0.72621622,1
47,210534,White,2,38.3,3.9,NE,0.34,0.844812035,1
48,210535,White,1,32.5,3.2,GL,-0.4,0.705157021,1
49,210536,White,1,41.0,3.8,GL,-0.2,0.862640426,0
50,210537,White,1,43.8,3.3,FW,1.09,0.866279333,1
51,210538,White,2,38.4,3.2,NE,0.51,0.788678732,1
52,210539,White,1,35.9,3.3,SE,-1.76,0.758259559,1
53,210540,White,1,39.1,3.3,FW,1.07,0.792691978,1
54,210541,White,1,38.4,2.4,NG,1.87,0.7183666,1
55,210542,White,1,46.0,3.2,SC,0.55,0.88713236,0
56,210543,White,2,34.4,2.9,GL,1.88,0.697239937,1
57,210544,Asian,1,30.9,4.0,NE,-0.43,0.773441271,0
58,210545,Asian,1,43.8,3.6,FW,-0.61,0.880953266,1
59,210546,Mexican,2,31.1,3.0,NE,-0.49,0.671259063,1
60,210547,White,1,29.8,3.2,MW,0.51,0.677309596,1
61,210548,White,2,41.7,3.3,MW,-0.4,0.834939582,1
62,210549,White,1,33.9,2.5,SE,-0.8,0.664978256,1
63,210550,White,1,31.4,2.8,NG,0.27,0.659636656,1
64,210551,White,2,39.0,3.4,GL,0.08,0.813626577,1
65,210552,White,2,47.4,3.2,GL,1.37,0.899561084,1
66,210553,White,2,35.8,3.4,FW,-0.98,0.760261569,1
67,210554,White,2,42.2,3.9,NE,0.8,0.913258178,1
68,210555,White,2,48.0,3.2,FW,1.54,0.918516045,1
69,210556,White,2,40.5,3.6,SC,0.7,0.842618491,1
70,210557,White,2,32.0,3.4,GL,-1.45,0.716666341,1
71,210558,White,1,34.2,3.5,FW,0.7,0.750743906,1
72,210559,White,2,41.1,3.4,NE,0.15,0.825233915,0
73,210560,White,1,42.4,2.8,SC,0.09,0.798504722,1
74,210561,White,1,42.3,4.0,FW,0.54,0.931175138,1
75,210562,White,1,39.0,3.8,GL,1.44,0.845255976,0
76,210563,White,1,36.2,3.5,MS,0.99,0.791279816,1
77,210564,White,2,37.8,3.4,FW,-0.18,0.797872183,1
78,210565,White,1,40.7,3.4,GL,0.98,0.818156397,1
79,210566,White,2,39.0,2.9,MW,-0.65,0.759623602,1
80,210567,White,2,38.9,3.0,GL,-1.42,0.762790545,1
81,210568,White,2,41.6,3.5,FW,-0.98,0.853436037,1
82,210569,White,2,34.8,3.4,SC,1.47,0.764582035,1
83,210570,White,2,38.1,3.3,MS,-0.59,0.79227534,1
84,210571,Asian,2,46.5,3.5,FW,0.37,0.919798272,1
85,210572,Asian,1,31.2,3.0,Mt,-0.52,0.670383755,1
86,210573,Asian,2,38.6,3.6,SE,-0.56,0.81501247,0
87,210574,White,1,42.1,3.9,GL,-0.41,0.89566346,1
88,210575,White,1,32.8,3.2,SC,-0.7,0.712483109,1
89,210576,White,2,35.5,2.7,FW,-0.43,0.704983496,1
90,210577,White,2,40.9,3.5,GL,0.02,0.831002131,1
91,210578,White,1,39.0,3.4,MW,0.44,0.799264761,1
92,210579,White,2,40.4,2.6,MW,0.56,0.749621431,1
93,210580,White,2,42.1,3.4,FW,0.67,0.831681414,1
94,210581,White,2,26.3,3.3,NG,-0.27,0.656137892,1
95,210582,Asian,1,32.0,3.6,NE,-0.37,0.739582807,1
96,210583,White,1,39.9,2.8,GL,0.79,0.759646992,1
97,210584,White,2,41.2,3.1,GL,-0.05,0.812881848,1
98,210585,White,1,37.5,3.0,GL,-0.46,0.751283344,1
99,210586,White,1,41.2,3.4,FW,-0.34,0.835112728,0
100,210587,White,2,42.0,3.5,NE,-0.17,0.850962803,1
101,210588,Asian,1,41.5,2.3,SE,0.13,0.749718661,1
102,210589,White,1,31.6,2.9,NG,0.33,0.669280907,1
103,210590,White,2,41.5,3.1,GL,0.53,0.810118956,1
104,210591,White,1,29.9,3.6,Mt,-0.22,0.714100198,1
105,210592,Other,2,28.2,3.2,NE,0.46,0.643977258,1
106,210593,White,2,38.2,3.8,SE,0.82,0.842108959,1
107,210594,White,1,42.1,2.9,GL,-0.51,0.809264212,1
108,210595,Asian,2,31.4,2.7,FW,0.07,0.644880874,1
109,210596,White,2,35.3,3.3,SC,-0.16,0.761887783,0
110,210597,Hispanic,1,33.5,3.1,FW,0.12,0.710758471,1
111,210598,White,2,36.9,3.4,NE,0.83,0.77053716,1
112,210599,Asian,1,29.6,2.8,GL,0.84,0.627978595,1
113,210600,White,1,32.8,3.1,FW,-0.67,0.696846162,1
114,210601,White,1,39.9,2.9,SC,0.29,0.779557039,1
115,210602,Asian,2,41.2,2.4,FW,-1.17,0.747291281,1
116,210603,White,2,42.9,3.3,MW,1.39,0.845626285,1
117,210604,Hispanic,1,36.1,3.3,NE,-1.71,0.758135713,1
118,210605,Asian,2,25.9,2.9,NE,-2.08,0.596044551,0
119,210606,White,2,30.1,3.2,SC,-0.28,0.682448862,1
120,210607,White,1,40.7,3.3,NG,-0.68,0.821012008,0
121,210608,White,1,30.7,3.2,NE,-0.57,0.685666624,0
122,210609,White,2,34.6,3.1,NE,-0.66,0.723120681,1
123,210610,Mexican,2,26.0,2.9,Mt,0.21,0.61276809,1
124,210611,Other,1,33.0,3.4,SE,-1.63,0.728572955,1
125,210612,White,2,34.2,2.9,MS,0.02,0.697621083,1
126,210613,White,1,28.7,2.8,GL,-0.9,0.637675331,1
127,210614,White,2,33.9,3.0,FW,0.64,0.700340607,1
128,210615,White,1,44.9,3.8,GL,1.8,0.922537414,1
129,210616,White,2,39.7,2.7,NE,0.16,0.755166114,0
130,210617,Hispanic,1,37.7,3.5,SC,1.43,0.79462164,1
131,210618,White,2,43.1,3.4,GL,-1.2,0.856105321,1
132,210619,White,2,31.6,3.6,GL,0.46,0.735293606,1
133,210620,White,2,46.7,3.9,NE,-0.54,0.96167734,1
134,210621,White,2,46.1,3.0,GL,1.0,0.86961145,1
135,210622,White,1,40.9,3.3,NG,-0.88,0.819916454,1
136,210623,White,1,26.1,2.4,NG,-0.18,0.563144424,1
137,210624,White,2,34.8,3.9,SC,0.61,0.806595717,1
138,210625,White,1,48.0,3.7,MS,0.33,0.96682499,1
139,210626,Black,1,33.4,3.4,NG,0.64,0.735116602,1
140,210627,Asian,2,30.7,3.4,NE,0.77,0.705535215,1
141,210628,Hispanic,1,35.8,3.2,SC,-0.21,0.735636724,1
142,210629,White,2,41.0,2.0,MS,-1.16,0.727877781,1
143,210630,White,2,33.0,3.1,NE,-1.35,0.709017312,0
144,210631,White,1,35.6,3.1,SE,-0.24,0.733813506,1
145,210632,White,2,42.6,2.8,NG,-0.93,0.805816784,1
146,210633,White,1,37.0,3.2,MS,1.6,0.779692683,1
147,210634,White,2,36.8,3.4,NE,-0.16,0.775668723,1
148,210635,White,1,42.9,3.2,NE,0.56,0.83910277,1
149,210636,White,2,44.3,3.7,FW,0.89,0.909614282,1
150,210637,White,1,37.0,3.2,FW,-0.74,0.753446571,0
151,210638,White,1,35.9,3.7,FW,-0.81,0.799554413,0
152,210639,White,2,33.4,2.3,FW,-0.79,0.6394825,1
153,210640,White,2,42.9,3.7,FW,1.79,0.885278484,1
154,210641,Puertorican,2,37.5,3.2,Mt,-0.45,0.767282178,1
155,210642,Hispanic,1,38.4,2.9,FW,-0.24,0.752388278,1
156,210643,White,1,42.0,2.6,SC,0.53,0.769283762,0
157,210644,White,2,37.2,3.6,MS,-1.07,0.801477282,0
158,210645,White,2,38.6,3.6,SC,1.16,0.821129362,1
159,210646,White,2,41.1,3.6,GL,0.7,0.863822052,1
160,210647,White,2,38.5,2.4,NW,0.71,0.719000332,1
161,210648,White,2,36.6,3.2,SE,-0.04,0.759914286,0
162,210649,White,1,30.3,2.3,NG,-1.04,0.605752293,1
163,210650,White,2,31.9,2.2,FW,-0.42,0.625996848,0
164,210651,Hispanic,2,36.9,3.6,NE,-0.6,0.797015487,1
165,210652,White,2,32.7,2.4,Mt,1.26,0.640359938,1
166,210653,White,2,38.4,2.8,NE,0.71,0.749536127,1
167,210654,Black,2,38.7,2.9,GL,-0.11,0.746949377,1
168,210655,White,2,39.2,3.8,SC,-0.76,0.855808543,1
169,210656,White,2,37.1,2.5,MS,-0.56,0.712238163,1
170,210657,White,2,28.7,3.7,SC,2.04,0.723271315,1
171,210658,White,2,37.4,3.2,Mt,0.61,0.763255811,1
172,210659,White,2,27.5,3.5,MW,0.03,0.670665999,1
173,210660,White,1,44.0,3.8,SE,-0.59,0.911161193,1
174,210661,White,2,33.8,2.9,MS,-0.4,0.692591572,1
175,210662,Asian,2,44.3,3.6,SC,0.46,0.87997293,1
176,210663,White,2,31.8,3.0,NE,-1.53,0.689785755,1
177,210664,White,2,43.1,3.6,MW,1.67,0.873352918,1
178,210665,White,2,38.9,3.9,NE,0.33,0.864430795,1
179,210666,White,1,36.4,2.8,MS,1.05,0.725530288,1
180,210667,White,2,43.6,3.6,NE,0.79,0.881058551,1
181,210668,Puertorican,1,32.2,2.3,FW,-1.7,0.633210936,1
182,210669,White,1,32.1,2.4,MW,-0.55,0.637070231,1
183,210670,White,1,40.6,3.4,SC,-0.37,0.827705132,1
184,210671,White,2,39.9,3.3,SC,-0.74,0.805857881,1
185,210672,White,1,39.0,3.0,FW,0.23,0.777332582,1
186,210673,White,2,46.7,3.6,MS,1.64,0.929711146,1
187,210674,White,2,35.6,3.7,Mt,1.69,0.79105162,1
188,210675,White,1,41.1,3.9,FW,0.81,0.88956035,1
189,210676,White,2,34.2,3.4,SE,-0.31,0.738791282,1
190,210677,White,2,39.2,3.6,MW,-0.45,0.824595914,1
191,210678,White,2,39.5,3.1,FW,-0.57,0.787437812,1
192,210679,White,2,39.0,3.7,NE,0.09,0.838633608,1
193,210680,White,2,39.2,3.0,NW,-0.47,0.765195982,1
194,210681,White,2,35.7,3.0,GL,0.05,0.734588663,1
195,210682,White,1,40.7,3.5,SC,0.6,0.833019312,1
196,210683,White,1,34.9,3.0,GL,0.6,0.711359545,1
197,210684,White,1,44.6,3.4,GL,1.44,0.880530669,1
198,210685,Black,1,27.9,3.3,GL,-0.57,0.67120765,1
199,210686,White,2,34.8,3.1,GL,0.13,0.734911033,1
200,210687,Black,1,33.0,3.1,FW,-1.35,0.714614622,0
201,210688,White,1,45.8,3.6,FW,0.3,0.907636228,1
202,210689,Puertorican,1,30.9,3.2,GL,-1.56,0.689863775,1
203,210690,Asian,1,40.8,4.0,MS,0.54,0.897088362,1
204,210691,White,2,34.2,2.1,FW,0.07,0.638147829,1
205,210692,White,1,40.0,3.3,NE,0.51,0.798969725,1
206,210693,Black,2,34.3,1.9,NE,-0.24,0.63422164,0
207,210694,White,1,34.1,2.7,SC,-1.23,0.685458494,1
208,210695,Hispanic,2,38.4,3.8,Mt,-1.55,0.843741339,1
209,210696,White,1,44.6,4.0,GL,-0.35,0.938255433,1
210,210697,White,1,37.1,3.4,NE,0.79,0.777568932,1
211,210698,Black,2,34.4,3.1,SE,-0.6,0.727060296,1
212,210699,White,1,32.7,3.5,GL,0.04,0.734147207,1
213,210700,White,2,45.8,3.2,FW,1.39,0.882729672,1
214,210701,Hispanic,2,40.1,2.9,SE,1.14,0.77717689,1
215,210702,Black,2,37.3,1.9,SC,0.34,0.661971996,1
216,210703,White,2,37.2,3.4,GL,-1.48,0.781244899,1
217,210704,White,1,48.0,3.3,FW,-1.13,0.922834789,1
218,210705,White,2,27.9,3.1,NE,0.81,0.652356871,1
219,210706,White,2,38.5,3.1,MW,3.12,0.76849013,1
220,210707,White,2,40.3,2.6,GL,0.91,0.754222147,1
221,210708,White,1,42.1,3.4,Mt,0.46,0.849053534,1
222,210709,White,1,40.6,3.6,NE,0.64,0.842316462,1
223,210710,White,1,33.6,3.9,SC,0.08,0.793437874,1
224,210711,White,1,33.6,2.5,NE,-0.58,0.668475027,1
225,210712,White,1,34.0,3.7,NE,1.31,0.776287839,1
226,210713,Other,2,31.1,3.1,NE,-1.48,0.684323404,1
227,210714,Asian,2,34.1,3.2,MS,1.34,0.730972075,1
228,210715,Puertorican,1,25.3,3.4,MS,0.31,0.640659122,1
229,210716,White,2,35.4,2.8,NE,0.76,0.711661494,1
230,210717,White,2,30.7,3.1,FW,-0.89,0.676992728,1
231,210718,Other,1,38.1,2.9,GL,-2.12,0.76061931,1
232,210719,White,2,38.9,2.8,GL,0.31,0.752856188,1
233,210720,Other,1,39.2,3.3,SE,0.61,0.791586849,1
234,210721,White,2,41.5,3.1,GL,1.02,0.820462474,1
235,210722,Black,1,37.6,3.4,MS,0.81,0.787938827,0
236,210723,White,1,30.4,3.1,SC,0.63,0.670432761,1
237,210724,White,2,40.2,3.0,SE,0.96,0.783078398,1
238,210725,Black,2,22.4,2.7,NE,-2.41,0.536357957,1
239,210726,White,2,32.7,3.7,NE,0.6,0.764685673,1
240,210727,White,2,27.3,2.9,MS,1.0,0.615828146,1
241,210728,White,2,25.8,3.8,Mt,-1.68,0.698046537,1
242,210729,White,2,46.8,3.1,GL,1.42,0.88320932,0
243,210730,White,1,35.1,3.1,MW,-1.01,0.721243413,0
244,210731,White,2,46.5,3.7,GL,0.72,0.937463035,1
245,210732,White,2,37.7,4.0,GL,-0.87,0.853473707,1
246,210733,White,2,31.4,2.9,SC,0.25,0.671692233,1
247,210734,White,2,26.4,3.1,MS,0.02,0.631633468,1
248,210735,White,1,36.4,4.0,SC,0.73,0.85075291,1
249,210736,White,2,39.8,2.5,GL,-1.24,0.744223953,1
250,210737,White,2,33.8,2.9,GL,0.69,0.711807043,1
251,210738,White,1,27.5,3.2,SE,-2.42,0.648184054,1
252,210739,White,1,35.1,3.6,GL,1.78,0.791731527,1
253,210740,Hispanic,1,36.9,3.4,SC,0.04,0.775081965,1
254,210741,White,2,36.0,3.3,NE,0.6,0.760794985,1
255,210742,White,2,32.5,2.3,NG,-0.88,0.642317918,0
256,210743,Asian,1,34.8,2.9,NE,-0.72,0.698619671,1
257,210744,White,1,38.9,3.0,GL,0.14,0.765932313,1
258,210745,Black,1,40.2,3.8,MS,0.39,0.85856753,1
259,210746,White,1,33.0,3.6,GL,-0.96,0.757854612,1
260,210747,White,2,43.3,3.4,FW,1.98,0.859777027,1
261,210748,White,2,34.5,3.7,NE,-0.1,0.776695923,1
262,210749,White,1,37.7,3.2,SE,-0.18,0.767454107,1
263,210750,White,2,39.1,3.3,SC,0.97,0.79966848,1
264,210751,Asian,2,34.3,3.3,SC,0.7,0.725921294,1
265,210752,White,2,32.0,3.0,GL,0.93,0.687383471,1
266,210753,Black,2,33.0,2.9,GL,-0.58,0.686911852,1
267,210754,Hispanic,2,33.7,3.4,SC,0.96,0.744276624,1
268,210755,White,1,27.9,2.8,MS,-1.26,0.616499165,1
269,210756,White,2,44.3,3.4,Mt,0.64,0.870831869,1
270,210757,White,2,44.1,3.3,FW,1.68,0.859508727,1
271,210758,White,2,30.5,3.5,MW,-1.33,0.706981694,1
272,210759,White,2,38.0,3.8,FW,0.49,0.836929212,1
273,210760,White,1,24.1,2.4,NE,-0.48,0.552381401,0
274,210761,White,1,40.7,3.4,GL,0.2,0.822947192,1
275,210762,White,2,42.4,3.2,NE,0.69,0.833875976,1
276,210763,White,2,45.1,3.6,NE,0.45,0.909376267,1
277,210764,White,2,31.2,3.5,SC,0.09,0.72629387,1
278,210765,Black,1,32.6,3.1,SC,-0.27,0.702633097,1
279,210766,White,2,43.1,3.5,Mt,-0.02,0.869552976,1
280,210767,White,1,45.3,3.3,GL,-0.31,0.879482743,1
281,210768,White,2,45.9,3.4,GL,-0.41,0.901440801,1
282,210769,Black,2,44.6,2.4,NE,1.13,0.811045334,1
283,210770,White,2,43.7,3.5,SC,0.02,0.867854538,1
284,210771,White,2,41.9,2.7,GL,0.71,0.776673068,0
285,210772,Asian,2,24.8,2.5,SC,-0.26,0.558876897,1
286,210773,White,1,37.8,2.5,FW,-0.17,0.718956601,1
287,210774,White,2,27.4,3.0,MW,-1.12,0.630154125,1
288,210775,White,2,27.7,2.9,SE,-2.89,0.619691071,1
289,210776,White,2,36.1,3.4,GL,-1.27,0.779160379,1
290,210777,Black,1,31.5,3.1,GL,0.09,0.690664548,0
291,210778,White,1,27.3,2.6,SE,-0.62,0.593728945,0
292,210779,White,2,43.1,3.5,NE,1.0,0.864005809,1
293,210780,White,1,31.8,3.0,GL,-0.24,0.682159905,1
294,210781,White,2,34.8,3.1,Mt,-0.46,0.730803788,1
295,210782,White,1,41.4,3.0,NE,-0.22,0.797061645,0
296,210783,White,2,36.8,3.4,SE,0.63,0.769146948,0
297,210784,White,1,27.6,3.4,NE,-0.6,0.662866487,1
298,210785,White,2,38.7,3.0,FW,-0.57,0.765123492,1
299,210786,White,2,39.7,3.0,MS,-0.57,0.772519098,1
300,210787,White,1,39.6,3.0,GL,-0.35,0.770838027,0
301,210788,White,2,34.6,3.2,NG,1.58,0.732521194,1
302,210789,White,2,40.3,3.7,GL,0.18,0.855751618,1
303,210790,White,2,37.4,3.9,MW,1.39,0.849251372,1
304,210791,White,2,36.5,3.2,FW,-1.06,0.754657239,1
305,210792,White,1,37.9,2.9,FW,-1.33,0.746150104,1
306,210793,White,2,34.5,3.0,NE,0.48,0.708819927,1
307,210794,White,1,48.0,3.5,FW,-0.15,0.988929376,1
308,210795,White,2,37.3,3.3,MW,-0.77,0.780166658,1
309,210796,Black,1,35.8,3.6,NG,1.65,0.783586703,1
310,210797,White,2,48.0,3.8,NE,2.2,1.0,1
311,210798,White,2,29.7,3.4,MS,-0.81,0.695628806,0
312,210799,White,2,41.8,3.0,FW,-0.21,0.80762591,1
313,210800,White,2,29.7,2.9,NE,-2.42,0.649644198,1
314,210801,White,2,43.8,3.3,SE,-0.59,0.857702957,0
315,210802,White,2,41.4,3.1,SC,0.65,0.813068626,1
316,210803,White,1,44.9,2.2,MS,-0.05,0.78246982,1
317,210804,White,2,41.6,2.8,SC,0.28,0.807456423,1
318,210805,Black,2,44.1,3.2,GL,0.29,0.854099243,1
319,210806,Mexican,2,36.4,3.0,FW,-0.27,0.72054441,1
320,210807,Mexican,2,38.2,2.8,GL,0.63,0.74993499,1
321,210808,White,2,35.8,3.3,NE,-0.18,0.765568828,1
322,210809,White,2,38.0,2.9,NE,-0.57,0.750852824,0
323,210810,White,1,36.9,3.7,Mt,0.9,0.798057484,1
324,210811,White,2,37.9,2.9,GL,-1.08,0.739721962,1
325,210812,White,1,34.7,2.2,NE,-1.23,0.655379147,0
326,210813,White,1,34.0,3.2,GL,0.75,0.722954116,1
327,210814,Puertorican,2,32.6,3.6,NE,-1.73,0.746447277,1
328,210815,White,1,34.6,3.5,FW,0.59,0.762923487,1
329,210816,White,1,35.2,3.3,FW,-0.6,0.751084917,1
330,210817,White,2,32.4,2.9,SE,-0.57,0.669350259,0
331,210818,Other,1,23.4,2.0,NG,-0.39,0.520363045,0
332,210819,White,2,27.9,3.0,GL,0.78,0.644877749,0
333,210820,Black,2,37.0,2.9,NE,0.71,0.725774068,0
334,210821,White,1,31.8,3.9,NE,-0.84,0.783115531,1
335,210822,White,1,36.8,2.8,NE,-0.6,0.720138676,1
336,210823,White,1,35.4,3.0,NE,-0.4,0.718392083,1
337,210824,White,1,30.1,3.4,GL,-0.86,0.699568875,1
338,210825,White,2,40.5,3.1,FW,1.22,0.800047411,1
339,210826,White,1,31.2,3.7,SE,-0.11,0.744046066,0
340,210827,White,2,29.3,3.0,SE,-2.31,0.64406016,0
341,210828,White,1,34.5,3.8,SE,-0.21,0.794188162,0
342,210829,White,1,34.5,3.7,FW,-0.9,0.775298865,1
343,210830,White,2,30.3,3.2,GL,0.6,0.679907996,1
344,210831,Black,2,36.6,3.3,GL,-0.25,0.762425973,1
345,210832,White,1,32.9,2.8,MS,-0.28,0.672122942,1
346,210833,White,1,29.4,2.5,SC,0.44,0.613654255,0
347,210834,White,2,39.1,3.7,NE,1.59,0.835442172,1
348,210835,White,2,45.8,3.0,SC,0.53,0.876007841,1
349,210836,White,1,34.2,3.9,MS,0.16,0.79837202,1
350,210837,White,2,44.4,2.9,FW,0.12,0.825908003,1
351,210838,White,2,33.5,3.2,GL,-0.09,0.710813094,0
352,210839,White,1,38.9,3.1,MS,0.64,0.776847864,1
353,210840,White,1,48.0,3.8,FW,-0.0,0.980160136,1
354,210841,White,2,40.9,2.8,FW,1.08,0.791839852,1
355,210842,Black,2,38.5,2.4,SC,0.3,0.719511274,1
356,210843,White,2,37.6,3.1,GL,-0.85,0.760305236,1
357,210844,White,2,39.0,3.6,NE,0.63,0.830244263,0
358,210845,White,2,35.5,3.3,SE,0.33,0.745050375,1
359,210846,White,2,25.4,3.5,NE,-0.79,0.664697526,0
360,210847,White,1,39.4,3.3,Mt,-0.89,0.804997534,1
361,210848,White,2,31.0,3.2,MS,-0.98,0.695559103,1
362,210849,White,2,48.0,4.0,GL,2.22,1.0,1
363,210850,White,2,39.4,3.3,MS,0.67,0.805545231,1
364,210851,White,2,37.2,2.5,MS,0.62,0.697393278,1
365,210852,White,2,37.8,3.5,GL,1.23,0.799824785,1
366,210853,White,1,42.1,3.6,SC,-0.7,0.864171017,1
367,210854,White,1,27.6,3.5,NG,-0.78,0.688958589,1
368,210855,White,2,43.5,3.1,FW,0.12,0.839898302,1
369,210856,Black,2,39.0,2.7,MW,-1.28,0.744762549,1
370,210857,White,2,40.7,2.6,SE,-0.11,0.763971098,1
371,210858,White,1,47.6,3.9,SE,0.68,0.980090606,1
372,210859,White,1,35.2,3.3,SC,0.71,0.751099152,1
373,210860,White,1,30.6,3.5,NE,-1.16,0.71343784,0
374,210861,White,2,43.7,3.9,MS,0.36,0.917630647,1
375,210862,White,1,35.2,3.5,SE,0.13,0.77060424,1
376,210863,White,1,29.5,3.4,SC,0.94,0.685133827,1
377,210864,White,2,34.8,3.5,GL,-0.31,0.760936357,1
378,210865,White,1,40.0,3.5,MS,0.82,0.834689998,1
379,210866,Black,1,29.1,3.2,NG,0.19,0.662847074,1
380,210867,White,1,33.8,3.5,MS,0.94,0.746984589,1
381,210868,White,1,30.7,3.5,SE,-0.32,0.716177185,1
382,210869,White,1,32.6,3.8,MW,1.85,0.773975319,1
383,210870,White,2,40.7,2.9,FW,-0.06,0.775245159,1
384,210871,White,1,34.6,3.4,SE,0.27,0.747238048,0
385,210872,White,1,35.2,3.1,SE,0.49,0.737848007,1
386,210873,White,1,37.8,3.1,GL,-0.64,0.763488501,1
387,210874,White,2,32.6,2.3,NG,0.61,0.62427016,1
388,210875,White,2,32.1,2.9,NE,-1.19,0.665664923,1
389,210876,White,1,27.0,2.1,FW,-0.96,0.562688363,1
390,210877,White,1,45.8,3.7,Mt,0.95,0.919685181,1
391,210878,White,2,35.6,2.8,NE,-1.28,0.706396041,0
392,210879,White,2,48.0,3.5,GL,1.13,0.939192358,1
393,210880,White,1,45.9,3.7,NE,-1.18,0.914308826,1
394,210881,White,2,28.1,3.3,GL,-0.5,0.65638574,1
395,210882,White,1,35.6,3.0,Mt,-0.57,0.730318254,1
396,210883,White,1,32.2,2.8,FW,-0.66,0.676564917,1
397,210884,White,1,40.5,3.2,FW,0.23,0.81530534,1
398,210885,White,1,35.7,2.8,NE,0.27,0.713001725,1
399,210886,Black,2,34.5,2.7,NE,-0.52,0.68692781,1
400,210887,White,1,47.0,3.0,SE,-0.57,0.887944288,1
401,210888,Amerindian,2,36.0,3.8,SE,0.88,0.802741092,1
402,210889,White,1,28.9,3.0,FW,1.02,0.655015404,1
403,210890,White,1,31.1,3.5,SE,-0.08,0.726444302,1
404,210891,White,1,38.4,3.6,MS,0.01,0.816531496,1
405,210892,White,2,36.4,4.2,FW,2.61,0.891818594,1
406,210893,White,1,31.9,2.5,MS,-0.64,0.64611564,1
407,210894,White,2,39.5,3.0,FW,0.58,0.776160556,1
408,210895,White,2,42.6,3.4,NE,-0.45,0.849817466,0
409,210896,White,1,40.2,2.8,Mt,-0.98,0.779871908,1
410,210897,White,1,33.0,3.5,FW,-0.53,0.748503251,1
411,210898,White,1,28.9,3.3,GL,0.56,0.673196721,1
412,210899,Mexican,2,36.1,2.9,SE,-1.3,0.725710621,1
413,210900,White,2,39.6,2.8,MS,-0.97,0.759005165,0
414,210901,White,2,34.8,2.7,NG,-1.88,0.691935594,1
415,210902,White,1,44.6,3.9,SE,-0.05,0.933789208,1
416,210903,White,2,44.5,2.7,SC,0.21,0.812335897,1
417,210904,White,2,37.4,3.8,NE,-0.51,0.834056636,1
418,210905,White,1,34.4,3.6,NE,0.03,0.772651616,1
419,210906,White,2,36.0,3.8,MW,0.42,0.805861759,1
420,210907,White,1,39.7,2.5,SC,0.44,0.745259077,1
421,210908,White,2,39.0,2.2,GL,0.19,0.710394202,1
422,210909,White,2,46.1,3.0,SE,-0.42,0.866667596,1
